,Name,Price,Rating,Link
74,101 Tales The Great Panchatantra Collection - Collection Of Witty Moral Stories For Kids For Personality Development,349,4.5 out of 5 stars,https://www.amazon.in/101-Tales-Great-Panchatantra-Collection/dp/9390093953/ref=sr_1_75?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-75
75,The Silly Farm Animals: A Rhyming Picture Book,0,5.0 out of 5 stars,https://www.amazon.in/Silly-Farm-Animals-Rhyming-Picture-ebook/dp/B0BMPQ6M4K/ref=sr_1_76?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-76
76,"Siachen, 1987 : Battle for the Frozen Frontier",372,4.5 out of 5 stars,https://www.amazon.in/Siachen-1987-Battle-Frozen-Frontier/dp/9356294720/ref=sr_1_77?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-77
77,Brain Activity Book for Kids - 200+ Activities for Age 6+,81,4.5 out of 5 stars,https://www.amazon.in/Brain-Activity-Book-Kids-Activities/dp/9391924875/ref=sr_1_78?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-78
78,"QOKZEK Magic Practice Copybook, (4 BOOK + 1 PEN + 10 REFILL) Number Tracing Book for Preschoolers with Pen, Magic calligraphy books for kids Reusable Writing Tool (SIZE- 19*13 cm)",248,4.5 out of 5 stars,https://www.amazon.in/Practice-Copybook-Preschoolers-calligraphy-Reusable/dp/B0743DXTVX/ref=sr_1_79?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-79
79,Technical Analysis Aur Candlestick Ki Pehchan - Guide To Technical Analysis & Candlesticks Hindi,240,3.8 out of 5 stars,https://www.amazon.in/Technical-Analysis-Aur-Candlestick-Pehchan/dp/B00OZUHBZI/ref=sr_1_80?keywords=books&qid=1669650947&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-80
80,The Good Girl's Guide to Murder: Book 1 (A Good Girl’s Guide to Murder) (A Good Girl’s Guide to Murder),247,4.6 out of 5 stars,https://www.amazon.in/Good-Girls-Guide-Murder/dp/1405293187/ref=sr_1_81?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-81
81,DO EPIC SHIT,247,4.5 out of 5 stars,https://www.amazon.in/DO-EPIC-SHIT-Ankur-Warikoo/dp/9391165486/ref=sr_1_82?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-82
82,As a Man Thinketh,69,4.4 out of 5 stars,https://www.amazon.in/As-Man-Thinketh-James-Allen/dp/9386538172/ref=sr_1_83?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-83
83,"Sank Magic Practice for kids Copybook, Magic practice book for kids(4 BOOK + 10 REFILL+ 1 pen +1 grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",229,4.3 out of 5 stars,https://www.amazon.in/Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/B09VCN8ZS8/ref=sr_1_84?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-84
84,"My First Shaped Board book - Elephant, Die-Cut Animals, Picture Book for Children",89,4.5 out of 5 stars,https://www.amazon.in/My-First-Shaped-Board-book-Elephant-Die-Cut-Animals-Children/dp/9354404006/ref=sr_1_85?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-85
85,101 Brain Booster Activity Book: Fun Activity Book For Children,133,4.4 out of 5 stars,https://www.amazon.in/101-Brain-Booster-Activity-Book/dp/9388369793/ref=sr_1_86?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-86
86,"The sad rat: Early Reader based on the book "" Teach your child to read in 100 easy lessons "" (use after Lesson 20) (Early Reader Books based on ""Teach your child to read in 100 easy lessons"" 1)",0,3.0 out of 5 stars,https://www.amazon.in/sad-rat-Reader-lessons-Lesson-ebook/dp/B0BMLY26WW/ref=sr_1_87?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-87
87,Learn with Adi Children Book | Morning to Evening Conversation | English Connection,143,3.9 out of 5 stars,https://www.amazon.in/Children-Morning-Evening-Conversation-Connection/dp/9394200258/ref=sr_1_88?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-88
88,III GRADE MAINS EXAM REET LEVEL 1 & 2 Complete Syllabus book with all subject with updated syllabus,446,3.5 out of 5 stars,https://www.amazon.in/Complete-Syllabus-subject-updated-syllabus/dp/B0BF498TLQ/ref=sr_1_89?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-89
89,"Rumi's Little Book of Life: The Garden of the Soul, the Heart, and the Spirit",254,4.6 out of 5 stars,https://www.amazon.in/Rumis-Little-Book-Life-Garden/dp/9389647037/ref=sr_1_90?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-90
90,Beginner's Photography Book: An introduction to digital photography and related terminology.,0,5.0 out of 5 stars,https://www.amazon.in/Beginners-Photography-Book-introduction-terminology-ebook/dp/B017GUJC32/ref=sr_1_91?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-91
91,"Dear April... Tell Her, I am Sorry!",275,,https://www.amazon.in/Dear-April-Tell-Her-Sorry/dp/9392598211/ref=sr_1_92?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-92
92,"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words",280,4.5 out of 5 stars,https://www.amazon.in/Cursive-Writing-Books-Set/dp/9388304128/ref=sr_1_93?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-93
93,"Blossom Moral Story Book for Kids 3 Years to 6 Years Old in English | 31 Fairy Tale Stories with Colourful Pictures | Best Bedtime Children Story Book | Short Stories for Infants, Toddlers | Book A [Paperback] Content Team at Target Publications",80,4.4 out of 5 stars,https://www.amazon.in/Blossom-English-Colourful-Pictures-Children/dp/B0845PS3QW/ref=sr_1_94?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-94
94,"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustrated, must-read fiction short stories for kids)",160,4.6 out of 5 stars,https://www.amazon.in/All-Time-Favourites-Children-award-winning-Illustrated/dp/0143451936/ref=sr_1_95?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-95
95,"Garbha Sanskar Book ""Garbhavastha 90"" World's First book explaining and practicalizing 90 spiritual and psychological activities during/before pregnancy.","2,101",5.0 out of 5 stars,https://www.amazon.in/Garbhavastha-explaining-practicalizing-psychological-activities/dp/B0BCJVTC7J/ref=sr_1_96?keywords=books&qid=1669650948&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-96
96,"Garbha Sanskar Book ""Garbhavastha 90"" World's First book explaining and practicalizing 90 spiritual and psychological activities during/before pregnancy.","2,101",5.0 out of 5 stars,https://www.amazon.in/Garbhavastha-explaining-practicalizing-psychological-activities/dp/B0BCJVTC7J/ref=sr_1_97?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-97
97,How To Stop Worrying And Start Living,99,4.4 out of 5 stars,https://www.amazon.in/How-Stop-Worrying-Start-Living/dp/9390441927/ref=sr_1_98?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-98
98,"Memory: How To Develop, Train, And Use It",105,4.2 out of 5 stars,https://www.amazon.in/Memory-How-Develop-Train-Use/dp/9389053811/ref=sr_1_99?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-99
99,"The Magic of the Lost Temple: Illustrated, easy to read and much-loved first full length children’s fiction novel by Sudha Murty for ages 8–12: ... fiction novel by Sudha Murty for ages 8–12",187,4.6 out of 5 stars,https://www.amazon.in/Magic-Lost-Temple-Sudha-Murty/dp/014333316X/ref=sr_1_100?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-100
100,Three Uncommon Brides to Tame their Headstrong Ranchers: A Western Historical Romance Book Collection,0,5.0 out of 5 stars,https://www.amazon.in/Three-Uncommon-Brides-Headstrong-Ranchers-ebook/dp/B0BMM95D9K/ref=sr_1_101?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-101
101,GET EPIC SHIT DONE (20K Signed Copies Available!),299,,https://www.amazon.in/EPIC-SHIT-Signed-Copies-Available/dp/939398607X/ref=sr_1_102?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-102
102,Panchatantra Stories for Children ( Set of 10 Illustrated books in a Gift Box),360,4.0 out of 5 stars,https://www.amazon.in/Panchatantra-Stories-Children-Illustrated-books/dp/9353762758/ref=sr_1_103?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-103
103,Ladybird Big Noisy Book: Farm Hullaballoo!,480,4.6 out of 5 stars,https://www.amazon.in/Ladybird-Big-Noisy-Book-Hullaballoo/dp/1409306682/ref=sr_1_104?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-104
104,असत्यमेव जयते...? (हिन्दी) | Asatyamev Jayate...?,499,,https://www.amazon.in/%E0%A4%85%E0%A4%B8%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A5%87%E0%A4%B5-%E0%A4%9C%E0%A4%AF%E0%A4%A4%E0%A5%87-%E0%A4%B9%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%80-Asatyamev-Jayate/dp/8195675840/ref=sr_1_105?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-105
105,"International Mathematics Olympiad (IMO) Work Book for Class 5 - MCQs, Previous Years Solved Paper and Achievers Section - Olympiad Books For 2022-2023 Exam",100,4.3 out of 5 stars,https://www.amazon.in/International-Mathematics-Olympiad-Work-Class/dp/9355552149/ref=sr_1_106?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-106
106,"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 series)",458,4.6 out of 5 stars,https://www.amazon.in/Stories-Upanishads-Puranas-Children-Hardcover/dp/9352768647/ref=sr_1_107?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-107
107,Think and Grow Rich,89,4.5 out of 5 stars,https://www.amazon.in/Think-Grow-Rich-Napoleon-Hill/dp/817234564X/ref=sr_1_108?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-108
108,"International Mathematics Olympiad (IMO) Work Book for Class 1 - MCQs, Previous Years Solved Paper and Achievers Section - Olympiad Books For 2022-2023 Exam",100,4.6 out of 5 stars,https://www.amazon.in/International-Mathematics-Olympiad-Work-Class/dp/9355552068/ref=sr_1_109?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-109
109,"A Light in the Flame: Flesh and Fire, Book 2",0,4.8 out of 5 stars,https://www.amazon.in/Light-Flame-Flesh-Fire-Book/dp/B0B3G74TG2/ref=sr_1_110?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-110
110,Animal Farm,49,4.6 out of 5 stars,https://www.amazon.in/Animal-Pocket-Classics-George-Orwell/dp/9386538288/ref=sr_1_111?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-111
111,Brilliant Brain Activity Book 4+,153,4.6 out of 5 stars,https://www.amazon.in/Brilliant-Brain-Activity-Book-4/dp/9389281024/ref=sr_1_112?keywords=books&qid=1669650950&qu=eyJxc2MiOiI4LjUxIiwicXNhIjoiOC4zMSIsInFzcCI6IjguMzYifQ%3D%3D&sr=8-112
